,ITEM NAME ,CATEGORY,UOM,QTY,TOTAL COST,UNIT PRICE,RETAIL,WHOLESALE,EXPIRY DATE,SUPPLIER
92163256,DOG FOOD SPOON,SUPPLY AND ACCESSORIES,PIECES,4,76,96.00,60,,,PET & HOME.PH
6924819017032,DONO DIAPER EXTRA SMALL - FEMALE  1 PACK (18),SUPPLY AND ACCESSORIES,PACK,1,150,150.00,229,,,TML
17580205,DONO DIAPER EXTRA SMALL - FEMALE (18) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,18,150,8.33,13,,,TML
17512626,DONO DIAPER EXTRA SMALL - MALE  1 PACK (14),SUPPLY AND ACCESSORIES,PACK,1,170,170.00,214,,,TML
6924819017094,DONO DIAPER EXTRA SMALL - MALE (14) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,14,170,12.14,17,,,TML
22422224,DONO DIAPER LARGE - FEMALE (12) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,12,170,14.17,19,,,TML
6924819017063,DONO DIAPER LARGE - FEMALE 1 PACK (12),SUPPLY AND ACCESSORIES,PACK,1,170,170.00,230,,,TML
99049553,DONO DIAPER MEDIUM - FEMALE (14) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,14,170,12.14,16,,,TML
6924819017056,DONO DIAPER MEDIUM - FEMALE 1 PACK (14),SUPPLY AND ACCESSORIES,PACK,1,170,170.00,230,,,TML
55873352,DONO DIAPER SMALL - FEMALE  (16) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,16,150,9.37,15,,,TML
6924819017049,DONO DIAPER SMALL - FEMALE  1 PACK (16),SUPPLY AND ACCESSORIES,PACK,1,150,150.00,230,,,TML
6924819017100,DONO DIAPER SMALL - MALE 1 PACK (12),SUPPLY AND ACCESSORIES,PACK,1,170,170.00,218,,,TML
26274881,DONO DIAPER SMALL- MALE (12)  PER PIECE,SUPPLY AND ACCESSORIES,PIECES,12,170,14.17,18,,,TML
6924819018350,DONO PET WIPES,SUPPLY AND ACCESSORIES,PIECES,6,10,10.00,30,,,TML
44591489,DRESS - EXTRA LARGE,SUPPLY AND ACCESSORIES,PIECES,25,875,35.00,120,,,PAWS IT
47415966,DRESS - LARGE ,SUPPLY AND ACCESSORIES,PIECES,28,980,35.00,110,,,PAWS IT
35779452,DRESS - MEDIUM,SUPPLY AND ACCESSORIES,PIECES,26,894.4,34.40,99,,,PAWS IT
59230922,DRESS - SMALL,SUPPLY AND ACCESSORIES,PIECES,23,768.2,34.40,88,,,PAWS IT
39894373,EMESIS H202,SERVICING,SERVICING,,,100,500,,,
78049987,ENEMA,CLINIC/LAB/MEDS,SERVICING,,300,300,600,,,PAWESOME
72666739,EAR SWAB TEST,CLINIC/LAB/MEDS,SERVICING,,100,,300,,,PAWESOME 
89977323,EHR/ANA/BAB TEST KIT,CLINIC/LAB/MEDS,PIECES,50,756,,1400,,1 Aug 2026,NUVETUS
17959636,EUTHANASIA DOG/CAT - 1 TO 5KG,CLINIC/LAB/MEDS,SERVICING,,,"2,000.00",4500,,,PAWESOME
93285483,EUTHANASIA DOG/CAT - 5.1 TO 10KG,CLINIC/LAB/MEDS,SERVICING,,,"2,500.00",5500,,,PAWESOME
72735909,EUTHANASIA DOG/CAT - 10.1 TO 15KG,CLINIC/LAB/MEDS,SERVICING,,,"3,000.00",6500,,,PAWESOME
84064134,EUTHANASIA DOG/CAT - 15.1 TO 20KG,CLINIC/LAB/MEDS,SERVICING,,,"3,500.00",7500,,,PAWESOME
23376083,EUTHANASIA DOG/CAT - 20.1 TO 25KG,CLINIC/LAB/MEDS,SERVICING,,,"4,000.00",8500,,,PAWESOME
87892321,EUTHANASIA DOG/CAT - 25.1 TO 30KG,CLINIC/LAB/MEDS,SERVICING,,,"4,500.00",9500,,,PAWESOME
50236626,EUTHANASIA DOG/CAT - 30.1 TO 35KG,CLINIC/LAB/MEDS,SERVICING,,,"5,000.00",10500,,,PAWESOME
80826217,EUTHANASIA DOG/CAT - 35.1 TO 40KG,CLINIC/LAB/MEDS,SERVICING,,,"5,500.00",11500,,,PAWESOME
69399237,EUTHANASIA DOG/CAT - 40.1 TO 45KG,CLINIC/LAB/MEDS,SERVICING,,,"6,000.00",12500,,,PAWESOME
25118322,EUTHANASIA DOG/CAT - 45.1 TO 50KG,CLINIC/LAB/MEDS,SERVICING,,,"6,500.00",13500,,,PAWESOME
64843780,EUTHANASIA DOG/CAT - 50.1 TO 55KG,CLINIC/LAB/MEDS,SERVICING,,,"7,000.00",14500,,,PAWESOME
99379780,EUTHANASIA DOG/CAT - 55.1 TO 60KG,CLINIC/LAB/MEDS,SERVICING,,,"7,500.00",15500,,,PAWESOME
10428887,FHV/FCV TEST KIT (NUVETUS),CLINIC/LAB/MEDS,PIECES,50,828,,1200,,1 Jun 2026,NUVETUS
65839829,FINASTERIDE - SAPHTERIDE 5MG (PRIMECARE),CLINIC/LAB/MEDS,PIECES,500,2425,4.85,55,,1 Oct 2028,PRIMECARE PHARMA
83437229,FIV/FELV TEST KIT,CLINIC/LAB/MEDS,PIECES,50,375,,1200,,1 Nov 2026,NUVETUS
71318080,FPV/FCOV/GIA TEST KIT,CLINIC/LAB/MEDS,PIECES,50,637.2,,1400,,1 Nov 2026,NUVETUS
78525016,FRONTLINE (S) UP TO 10 KG - BOX,CLINIC/LAB/MEDS,BOX,10,1114,,1500,,1 Oct 2026,NUVETUS
45310836,FRONTLINE (S) UP TO 10KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,30,374,,500,,1 Oct 2026,NUVETUS
12146888,FLUORESCEIN TEST,CLINIC/LAB/MEDS,PIECES,100,1259,12.59,250,,,
4806524280203,GENTIN 7ML,CLINIC/LAB/MEDS,PIECES,11,298.4,,450,,1 Sep 2027,NUVETUS
4806524781076,GABAPENTIN - GABALION 100 (I PROTECT),CLINIC/LAB/MEDS,PIECES,,1400,14,50,,1 Apr 2028,I-PROTECT MEDICAL SUPPLIES TRADING
8904198504024,GABAPENTIN - GABAVEX 100,CLINIC/LAB/MEDS,PIECES,,1400,14,50,,1 Feb 2028,I-PROTECT MEDICAL SUPPLIES TRADING
43490639,GROOMING CAT - ALA CARTE ANAL DRAIN ,GROOMING,SERVICING,,80,,250,,,
81449774,5IN1 VACCINE,CLINIC/LAB/MEDS,PIECES,100,232.8,,500,,14 Oct 2025,NUVETUS
60509444,GROOMING CAT - ALA CARTE BELLY SHAVING,GROOMING,SERVICING,,80,,180,,,
55679572,GROOMING CAT - ALA CARTE DEMATTIING/DESHEDDING ,GROOMING,SERVICING,,30,,230,,,
13592431,GROOMING CAT - ALA CARTE EAR CLEANING ,GROOMING,SERVICING,,50,,150,,,
26872513,GROOMING CAT - ALA CARTE EYE WASH ,GROOMING,SERVICING,,50,,150,,,
61773752,4IN1 VACCINE,CLINIC/LAB/MEDS,PIECES,100,568,,900,,26 Jan 2026,NUVETUS
34419854,4IN1 VACCINE (TOGALABZ),,,,,,,,,
73398424,GENERAL ANESTHESIA 1KG-5KG,CLINIC/LAB/MEDS,SERVICING,,,320,1500,,,
61521759,GENERAL ANESTHESIA 5.1KG -10KG,CLINIC/LAB/MEDS,SERVICING,,,640,2500,,,
33011929,GENERAL ANESTHESIA 10.1KG -15KG,CLINIC/LAB/MEDS,SERVICING,,,960,3500,,,
41253328,GENERAL ANESTHESIA 15.1KG -20KG,CLINIC/LAB/MEDS,SERVICING,,,1280,4500,,,
93704687,GENERAL ANESTHESIA 20.1KG -25KG,CLINIC/LAB/MEDS,SERVICING,,,1600,5500,,,
45501029,GLUCOSE TEST,CLINIC/LAB/MEDS,SERVICING,,,11.98,200,,,SINOCARE
31146364,GROOMING CAT - ALA CARTE FACE&HEAD TRIM ,GROOMING,SERVICING,,100,,300,,,
63511789,GROOMING CAT - ALA CARTE FACIAL TRIMMING,GROOMING,SERVICING,,80,,180,,,
92548350,GROOMING CAT - ALA CARTE NAIL TRIM  & FILING,GROOMING,SERVICING,,50,,150,,,
20262433,GROOMING CAT - ALA CARTE PAW SHAVING,GROOMING,SERVICING,,80,,180,,,
29690466,GROOMING CAT - ALA CARTE TEETH BRUSHING ,GROOMING,SERVICING,,50,,150,,,
67508808,GROOMING CAT- ALA CARTE SANITARY SHAVING,GROOMING,SERVICING,,50,,250,,,
11481171,GROOMING CAT- ALA CARTE SERVICE,GROOMING,SERVICING,,50,,150,,,PAWESOME 
95445083,GROOMING CAT- BASIC ,GROOMING,SERVICING,,200,,500,,,PAWESOME 
22485625,GROOMING CAT- FULL GROOM,GROOMING,SERVICING,,250,,700,,,PAWESOME 
34054673,GROOMING CAT- FULL GROOM W/O HAIRCUT,GROOMING,SERVICING,,150,,600,,,PAWESOME 
65934395,GROOMING CAT- ORGANIC/MEDICATED SHAMPOO,GROOMING,SERVICING,,30,,100,,,PAWESOME 
71887494,GROOMING CAT- SPECIAL CUT REQUEST,GROOMING,SERVICING,,70,,150,,,PAWESOME 
41084106,GROOMING DOG GIANT - ALA CARTE ANAL DRAIN (36KG UP),GROOMING,SERVICING,,200,,400,,,PAWESOME 
87495065,GROOMING DOG GIANT - ALA CARTE EYE WASH (36KG UP),GROOMING,SERVICING,,150,,350,,,PAWESOME 
90223419,GROOMING DOG GIANT - ALA CARTE FACE&HEAD TRIM (36KG UP),GROOMING,SERVICING,,250,,650,,,PAWESOME 
98676965,GROOMING DOG GIANT - ALA CARTE PAW SHAVING/ POODLEFOOT (36KG UP),GROOMING,SERVICING,,200,,400,,,PAWESOME 
41873076,GROOMING DOG GIANT - ALA CARTE SANITARY SHAVING (36KG UP),GROOMING,SERVICING,,200,,500,,,PAWESOME 
68595166,GROOMING DOG GIANT- ALA CARTE BELLY SHAVING (36KG UP),GROOMING,SERVICING,,200,,400,,,PAWESOME 
62985604,GROOMING DOG GIANT- ALA CARTE DEMATTIING/DESHEDDING (36KG UP),GROOMING,SERVICING,,200,,600,,,PAWESOME 
92958760,GROOMING DOG GIANT- ALA CARTE EAR CLEANING (36KG UP),GROOMING,SERVICING,,150,,350,,,PAWESOME 
35210092,GROOMING DOG GIANT- ALA CARTE FACIAL TRIMMING (36KG UP),GROOMING,SERVICING,,200,,400,,,PAWESOME 
13727208,GROOMING DOG GIANT- ALA CARTE NAIL TRIM & FILING (36KG UP),GROOMING,SERVICING,,150,,350,,,PAWESOME 
87095562,GROOMING DOG GIANT- ALA CARTE TEETH BRUSHING (36KG UP),GROOMING,SERVICING,,150,,350,,,PAWESOME 
68254988,GROOMING DOG GIANT-BASIC (36KG UP),GROOMING,SERVICING,,450,,1200,,,PAWESOME 
71257150,GROOMING DOG GIANT-FULL GROOM  W/O HAIRCUT (36KG UP),GROOMING,SERVICING,,500,,1500,,,PAWESOME 
91997685,GROOMING DOG GIANT-FULL GROOM (36KG UP),GROOMING,SERVICING,,550,,1600,,,PAWESOME 
32246537,GROOMING ORGANIC/MEDICATED SHAMPOO XXL - GIANT (29 TO 36KG UP),GROOMING,SERVICING,,100,,300,,,PAWESOME 
46087393,GROOMING DOG GIANT-SPECIAL CUT REQUEST 41KG-50KG,GROOMING,SERVICING,,100,,200,,,PAWESOME 
80648666,GROOMING DOG L - ALA CARTE ANAL DRAIN (15 TO 21KG),GROOMING,SERVICING,,70,,270,,,PAWESOME 
72646526,GROOMING DOG L - ALA CARTE EYE WASH (15 TO 21KG),GROOMING,SERVICING,,50,,250,,,PAWESOME 
38289972,GROOMING DOG L - ALA CARTE FACE&HEAD TRIM (15 TO 21KG),GROOMING,SERVICING,,100,,550,,,PAWESOME 
17855426,GROOMING DOG L - ALA CARTE PAW SHAVING/ POODLEFOOT (15 TO 21KG),GROOMING,SERVICING,,70,,270,,,PAWESOME 
97754640,GROOMING DOG L - ALA CARTE SANITARY SHAVING (15 TO 21KG),GROOMING,SERVICING,,150,,400,,,PAWESOME 
42861096,GROOMING DOG L- ALA CARTE BELLY SHAVING (15 TO 21KG),GROOMING,SERVICING,,70,,270,,,PAWESOME 
37263621,GROOMING DOG L- ALA CARTE DEMATTIING/DESHEDDING (15 TO 21KG),GROOMING,SERVICING,,100,,430,,,PAWESOME 
92919389,GROOMING DOG L- ALA CARTE EAR CLEANING (15 TO 21KG),GROOMING,SERVICING,,50,,250,,,PAWESOME 
46964212,GROOMING DOG L- ALA CARTE FACIAL TRIMMING (15 TO 21KG),GROOMING,SERVICING,,70,,270,,,PAWESOME 
56287660,GROOMING DOG L- ALA CARTE NAIL TRIM & FILING (15 TO 21KG),GROOMING,SERVICING,,50,,250,,,PAWESOME 
60473929,GROOMING DOG L- ALA CARTE TEETH BRUSHING (15 TO 21KG),GROOMING,SERVICING,,50,,250,,,PAWESOME 
15235404,GROOMING DOG L-BASIC (15 TO 21KG),GROOMING,SERVICING,,200,,500,,,PAWESOME 
60587015,GROOMING DOG L-FULL GROOM W/O HAIRCUT (15 TO 21KG),GROOMING,SERVICING,,300,,850,,,PAWESOME 
40421704,GROOMING DOG L-FULL GROOM (15 TO 21KG),GROOMING,SERVICING,,350,,950,,,PAWESOME 
10817841,GROOMING ORGANIC/MEDICATED SHAMPOO L-XL (15 TO 28KG),GROOMING,SERVICING,,50,,200,,,PAWESOME 
61886599,GROOMING DOG L-SPECIAL CUT REQUESTT 21KG-30KG,GROOMING,SERVICING,,100,,200,,,PAWESOME 
81415823,GROOMING DOG M - ALA CARTE ANAL DRAIN (8 TO 14KG),GROOMING,SERVICING,,20,,220,,,PAWESOME 
47461758,GROOMING DOG M - ALA CARTE EYE WASH (8 TO 14KG),GROOMING,SERVICING,,60,,190,,,PAWESOME 
67416622,GROOMING DOG M - ALA CARTE FACE&HEAD TRIM (8 TO 14KG),GROOMING,SERVICING,,50,,350,,,PAWESOME 
61201439,GROOMING DOG M - ALA CARTE PAW SHAVING/ POODLEFOOT (8 TO 14KG),GROOMING,SERVICING,,20,,220,,,PAWESOME 
46361578,GROOMING DOG M - ALA CARTE SANITARY SHAVING (8 TO 14KG),GROOMING,SERVICING,,100,,300,,,PAWESOME 
23270220,GROOMING DOG M- ALA CARTE BELLY SHAVING (8 TO 14KG),GROOMING,SERVICING,,20,,220,,,PAWESOME 
22620712,GROOMING DOG M- ALA CARTE DEMATTIING/DESHEDDING (8 TO 14KG),GROOMING,SERVICING,,30,,330,,,PAWESOME 
58456453,GROOMING DOG M- ALA CARTE EAR CLEANING (8 TO 14KG),GROOMING,SERVICING,,60,,190,,,PAWESOME 
56585629,GROOMING DOG M- ALA CARTE FACIAL TRIMMING (8 TO 14KG),GROOMING,SERVICING,,20,,220,,,PAWESOME 
57284187,GROOMING DOG M- ALA CARTE NAIL TRIM & FILING (8 TO 14KG),GROOMING,SERVICING,,60,,190,,,PAWESOME 
35243151,GROOMING DOG M- ALA CARTE TEETH BRUSHING (8 TO 14KG),GROOMING,SERVICING,,60,,190,,,PAWESOME 
70298833,GROOMING DOG M-BASIC (8 TO 14KG),GROOMING,SERVICING,,150,,500,,,PAWESOME 
43999651,GROOMING DOG M-FULL GROOM W/O HAIRCUT (8 TO 14KG),GROOMING,SERVICING,,200,,650,,,PAWESOME 
69000744,GROOMING DOG M-FULL GROOM (8 TO 14KG),GROOMING,SERVICING,,250,,750,,,PAWESOME 
34148839,GROOMING DOG M-ORGANIC/MEDICATED SHANPOO 11KG-20KG,GROOMING,SERVICING,,50,,100,,,PAWESOME 
85464087,GROOMING DOG M-SPECIAL CUT REQUESTT 11KG-20KG,GROOMING,SERVICING,,100,,200,,,PAWESOME 
20254131,GROOMING DOG S - ALA CARTE ANAL DRAIN (1 TO 7KG),GROOMING,SERVICING,,80,,180,,,PAWESOME 
61882638,GROOMING DOG S - ALA CARTE BELLY SHAVING (1 TO 7KG),GROOMING,SERVICING,,80,,180,,,PAWESOME 
11986263,GROOMING DOG S - ALA CARTE DEMATTIING/DESHEDDING (1 TO 7KG),GROOMING,SERVICING,,30,,230,,,PAWESOME 
57810218,GROOMING DOG S - ALA CARTE EAR CLEANING (1 TO 7KG),GROOMING,SERVICING,,50,,150,,,PAWESOME 
76227202,GROOMING DOG S - ALA CARTE EYE WASH (1 TO 7KG),GROOMING,SERVICING,,50,,150,,,PAWESOME 
69286254,GROOMING DOG S - ALA CARTE FACE&HEAD TRIM (1 TO 7KG),GROOMING,SERVICING,,100,,300,,,PAWESOME 
73675310,GROOMING DOG S - ALA CARTE FACIAL TRIMMING (1 TO 7KG),GROOMING,SERVICING,,80,,180,,,PAWESOME 
67900213,GROOMING DOG S - ALA CARTE NAIL TRIM FILING (1 TO 7KG),GROOMING,SERVICING,,50,,150,,,PAWESOME 
51766887,GROOMING DOG S - ALA CARTE PAW SHAVING/ POODLEFOOT (1 TO 7KG),GROOMING,SERVICING,,80,,180,,,PAWESOME 
44665098,GROOMING DOG S - ALA CARTE SANITARY SHAVING (1 TO 7KG),GROOMING,SERVICING,,50,,250,,,PAWESOME 
28703860,GROOMING DOG S - ALA CARTE TEETH BRUSHING (1 TO 7KG),GROOMING,SERVICING,,50,,150,,,PAWESOME 
58893128,GROOMING DOG S - BASIC (1 TO 7KG),GROOMING,SERVICING,,100,,400,,,PAWESOME 
86523479,GROOMING DOG S - FULL GROOM 1 TO 7KG,GROOMING,SERVICING,,200,,650,,,PAWESOME 
49796070,GROOMING DOG S - FULL GROOM W/O HAIRCUT (1 TO 7KG),GROOMING,SERVICING,,150,,550,,,PAWESOME 
22657275,GROOMING DOG S - SPECIAL  CUT REQUEST 10KG BELOW,GROOMING,SERVICING,,100,,200,,,PAWESOME 
85693852,GROOMING ORGANIC/MEDICATED SHAMPOO S-M (1 TO 14KG),GROOMING,SERVICING,,50,,100,,,PAWESOME 
70987249,GROOMING DOG XL - ALA CARTE ANAL DRAIN (22 TO 28KG),GROOMING,SERVICING,,150,,330,,,PAWESOME 
79098717,GROOMING DOG XL - ALA CARTE EYE WASH (22 TO 28KG),GROOMING,SERVICING,,150,,300,,,PAWESOME 
77756824,GROOMING DOG XL - ALA CARTE FACE&HEAD TRIM (22 TO 28KG),GROOMING,SERVICING,,150,,550,,,PAWESOME 
77205391,GROOMING DOG XL - ALA CARTE PAW SHAVING/ POODLEFOOT (22 TO 28KG),GROOMING,SERVICING,,150,,330,,,PAWESOME 
34878873,GROOMING DOG XL - ALA CARTE SANITARY SHAVING (22 TO 28KG),GROOMING,SERVICING,,150,,400,,,PAWESOME 
69515187,GROOMING DOG XL- ALA CARTE BELLY SHAVING (22 TO 28KG),GROOMING,SERVICING,,150,,330,,,PAWESOME 
79428880,GROOMING DOG XL- ALA CARTE DEMATTING/DESHEDDING (22 TO 28KG),GROOMING,SERVICING,,150,,530,,,PAWESOME 
27866108,GROOMING DOG XL- ALA CARTE EAR CLEANING (22 TO 28KG),GROOMING,SERVICING,,100,,300,,,PAWESOME 
38882906,GROOMING DOG XL- ALA CARTE FACIAL TRIMMING (22 TO 28KG),GROOMING,SERVICING,,150,,330,,,PAWESOME 
55012973,GROOMING DOG XL- ALA CARTE NAIL TRIM & FILING (22 TO 28KG),GROOMING,SERVICING,,100,,300,,,PAWESOME 
30364530,GROOMING DOG XL- ALA CARTE TEETH BRUSHING (22 TO 28KG),GROOMING,SERVICING,,100,,300,,,PAWESOME 
68910372,GROOMING DOG XL-BASIC (22 TO 28KG),GROOMING,SERVICING,,350,,600,,,PAWESOME 
87184754,GROOMING DOG XL-FULL GROOM W/O HAIRCUT (22 TO 28KG),GROOMING,SERVICING,,400,,1050,,,PAWESOME 
34614211,GROOMING DOG XL-FULL GROOM (22 TO 28KG),GROOMING,SERVICING,,450,,1150,,,PAWESOME 
32738636,GROOMING ORGANIC/MEDICATED SHAMPOO L-XL (29 TO 36KG UP),GROOMING,SERVICING,,50,,200,,,PAWESOME 
91742216,GROOMING DOG XL-SPECIAL CUT REQUESTT 31KG-40KG,GROOMING,SERVICING,,100,,200,,,PAWESOME 
63528282,GROOMING DOG 2X-LARGE - ALA CARTE ANAL DRAIN (29 TO 35KG),GROOMING,SERVICING,,200,,400,,,PAWESOME 
69104510,GROOMING DOG 2X-LARGE - ALA CARTE EYE WASH (29 TO 35KG),GROOMING,SERVICING,,150,,350,,,PAWESOME 
69349386,GROOMING DOG 2X-LARGE - ALA CARTE FACE&HEAD TRIM (29 TO 35KG),GROOMING,SERVICING,,250,,650,,,PAWESOME 
33557540,GROOMING DOG 2X-LARGE- ALA CARTE PAW SHAVING/ POODLEFOOT (29 TO 35KG),GROOMING,SERVICING,,200,,400,,,PAWESOME 
63160024,GROOMING DOG 2X-LARGE - ALA CARTE SANITARY SHAVING (29 TO 35KG),GROOMING,SERVICING,,200,,500,,,PAWESOME 
78536937,GROOMING DOG 2X-LARGE- ALA CARTE BELLY SHAVING (29 TO 35KG),GROOMING,SERVICING,,200,,400,,,PAWESOME 
84689672,GROOMING DOG 2X-LARGE- ALA CARTE DEMATTING/DESHEDDING (29 TO 35KG),GROOMING,SERVICING,,200,,600,,,PAWESOME 
78253353,GROOMING DOG 2X-LARGE- ALA CARTE EAR CLEANING (29 TO 35KG),GROOMING,SERVICING,,150,,350,,,PAWESOME 
24903110,GROOMING DOG 2X-LARGE- ALA CARTE FACIAL TRIMMING (29 TO 35KG),GROOMING,SERVICING,,200,,400,,,PAWESOME 
13892616,GROOMING DOG 2X-LARGE- ALA CARTE NAIL TRIM & FILING (29 TO 35KG),GROOMING,SERVICING,,150,,350,,,PAWESOME 
80739210,GROOMING DOG 2X-LARGE- ALA CARTE TEETH BRUSHING (29 TO 35KG),GROOMING,SERVICING,,150,,350,,,PAWESOME 
61777194,GROOMING DOG 2X-LARGE-BASIC (29 TO 35KG),GROOMING,SERVICING,,450,,800,,,PAWESOME 
19248769,GROOMING DOG 2X-LARGE-FULL GROOM W/O HAIRCUT (29 TO 35KG),GROOMING,SERVICING,,500,,1200,,,PAWESOME 
99469887,GROOMING DOG 2X-LARGE-FULL GROOM (29 TO 35KG),GROOMING,SERVICING,,550,,1300,,,PAWESOME 
748485850245,GOODEST BRAISED BEEF WITH VEGIES 80G,WET DOG FOOD,PIECES,6,144,24.00,44,,22 Apr 2027,GOODEST
748485850016,GOODEST CAT - CHICKEN CHOMP 85G,WET CAT FOOD,PIECES,,0,15.73,40,,1 Apr 2027,GOODEST
748485850078,GOODEST CAT - MEATY MACKEREL 85G,WET CAT FOOD,PIECES,,,15.73,40,,1 Jun 2027,GOODEST
748485850054,GOODEST CAT - TENDER TUNA 85G,WET CAT FOOD,PIECES,,,15.73,46,,1 May 2027,GOODEST
748488850092,GOODEST DOG - BEEF AND LIVER STEAK 80G,WET DOG FOOD,PIECES,,0,17.96,44,,6/23/2027,GOODEST
784845542058,GOODEST DOG - BRAISED BEEF WITH VEGGIES 80G,WET DOG FOOD,PIECES,,,21.58,46,,4/21/2027,GOODEST
748485850184,GOODEST DOG - GRILLED CHICKEN & LIVER 80G ,WET DOG FOOD,PIECES,,,18.38,44,,7 Dec 2027,GOODEST
0011217092320,HARNESS WITH LEAD SET AQUA BLUE (MICHIKO) LARGE,SUPPLY AND ACCESSORIES,PIECES,2,420,210.00,265,,,PET  DISCOUNT INC
0011217092313,HARNESS WITH LEAD SET AQUA BLUE (MICHIKO) MEDIUM,SUPPLY AND ACCESSORIES,PIECES,2,330,165.00,205,,,PET  DISCOUNT INC
76437533,HARNESS WITH LEAD SET ORANGE (MICHIKO) LARGE,SUPPLY AND ACCESSORIES,PIECES,2,420,210.00,265,,,PET  DISCOUNT INC
86963534,HARNESS WITH LEAD SET ORANGE (MICHIKO) MEDIUM,SUPPLY AND ACCESSORIES,PIECES,2,330,165.00,205,,,PET  DISCOUNT INC
17040440,HARNESS WITH LEAD SET ORANGE (MICHIKO) XL,SUPPLY AND ACCESSORIES,PIECES,2,560,280.00,340,,,PET  DISCOUNT INC
76114250,HEALTH CERTIFICATION,CLINIC/LAB/MEDS,SERVICING,,150,,500,,,PAWESOME 
2072101985003,HEALTHY COAT FOR DOGS - BOTTLE,CLINIC/LAB/MEDS,PIECES,2,1392,696.00,850,,,PAWS UP PET SUPPLIES
2072101910005,HEALTHY HEART FOR DOGS - BOTTLE,CLINIC/LAB/MEDS,PIECES,2,1500,750.00,950,,,HOUSE OF SIOCO PET SUPPLIES
55313179,HEARTGARD (L) 23KG TO 45KG - BOX,CLINIC/LAB/MEDS,BOX,10,1151,,1700,,1 Jan 2027,NUVETUS
73744207,HEARTGARD (L) 23KG TO 45KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,60,191,,350,,1 Jan 2027,NUVETUS
64705514,HEARTGARD (M) 12KG TO 22KG - BOX,CLINIC/LAB/MEDS,BOX,10,1016,,1500,,1 Apr 2026,NUVETUS
91655189,HEARTGARD (M) 12KG TO 22KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,60,170,,300,,1 Apr 2026,NUVETUS
26079851,HEARTGARD (S) UP TO 11KG - BOX,CLINIC/LAB/MEDS,BOX,10,880,,1300,,1 Aug 2026,NUVETUS
26209791,HEARTGARD (S) UP TO 11KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,60,147,,250,,1 Aug 2026,NUVETUS
82222277,HEPLOCK,CLINIC/LAB/MEDS,SERVICING,100,,13.00,25,,,
45617621,HIMALAYA - ANXOCARE (INDIA),CLINIC/LAB/MEDS,PIECES,5,592.19,118.43,650,,1 Oct 2028,INDIA
47431553,HIMALAYA - FURGLOW 200ML (INDIA),CLINIC/LAB/MEDS,PIECES,4,962.71,240.67,800,,1 Apr 2028,INDIA
58351925,HIMALAYA - LIV 52 TABLET (INDIA),CLINIC/LAB/MEDS,PIECES,10,981.71,98.17,650,,1 Nov 2028,INDIA
86508179,HIMALAYA - LIV 52 TABLET,CLINIC/LAB/MEDS,PIECES,3,1644,548.00,650,,28 Feb 2026,JEIA VETERINARY CORPORATION
27301654,HIMALAYA - LIV 52 SYRUP 200ML (INDIA),CLINIC/LAB/MEDS,PIECES,4,473.75,118.43,550,,1 Jan 2028,INDIA
18234459,HIMALAYA - NEFROTEC DS,CLINIC/LAB/MEDS,PIECES,3,1644,548.00,650,,30 Nov 2027,JEIA VETERINARY CORPORATION
8901138834715,HIMALAYA SCAVON SPRAY 100ML,CLINIC/LAB/MEDS,PIECES,2,498,249,450,,1 Aug 2027,
57238791,HIMALAYA SCAVON SPRAY 100ML,CLINIC/LAB/MEDS,PIECES,2,458,229.00,450,,1 Mar 2028,PET.COMFORTPH
79529631,HIMALAYA SCAVON SPRAY 100ML,CLINIC/LAB/MEDS,PIECES,,,,,,,INDIA
39898661,HIMALAYA SCAVON VET CREAM 50G,CLINIC/LAB/MEDS,PIECES,10,481.35,48.13,300,,1 Sep 2028,INDIA
20816865,HOME SERVICE FEE (1-3KM),CLINIC/LAB/MEDS,SERVICING,,200,200.00,500,,,PAWESOME
82093730,HOME SERVICE FEE (3-5KM),CLINIC/LAB/MEDS,SERVICING,,300,300.00,700,,,PAWESOME
66077947,HOME SERVICE FEE (7-10KM),CLINIC/LAB/MEDS,SERVICING,,350,350.00,1000,,,PAWESOME
4806525250175,HYPROMELLOSE - EQUISINE EYE DROPS,CLINIC/LAB/MEDS,PIECES,,875,175,375,,1 Apr 2027,I-PROTECT MEDICAL SUPPLIES TRADING
61155442,HYPROMELLOSE - ILLUBE (PRIMECARE),CLINIC/LAB/MEDS,PIECES,,1450,145,375,,1 Aug 2027,PRIMECARE PHARMA
15621016,IV FLUID LRS /NSS,CLINIC/LAB/MEDS,SERVICING,,100,350,350,,,
71030708,I.V SET (I.V LINE/I.V CANNULA/I.V FLUID),CLINIC/LAB/MEDS,SERVICING,,250,1000,,,,
8853301011655,IAMS DIGESTIVE 400G,FOOD SUPPLEMENT,PIECES,1,1111,370.33,503,,,PEDIGREE AND WHISKAS
8853301006644,IAMS HEALTHY ADULT - CHICKEN 400G,DRY CAT FOOD,PIECES,2,428,214.00,260,,,PEDIGREE AND WHISKAS
